"Run Fondo";"run_adm";"run_fm_l";"entidad_nombre_fm";"nombre_corto";"vigencia";"estado";"tipo";"razon_social";"fecha_deposito";"fecha_ultima_modificacion";"fecha_inicio";"nro_fecha_resolucion";"fecha_cumplimiento";"fecha_termino";"num_registro"
"9372";"96530900-4";"9372-6";FONDO MUTUO BCI ACCIONES GLOBALES;FM BCI ACC. GLOB.;Vigente;;"6-FM DE LIBRE INVERSION";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-05-24;2023-06-28;2016-12-01;-;2017-08-23;;FM161113
"9190";"96955500-K";"9190-1";FONDO MUTUO LARRAINVIAL CUENTA ACTIVA MODERADA;CTA ACTIVA MODERADA;Vigente;;"6-FM DE LIBRE INVERSION";LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-09-14;2023-03-10;2015-06-05;-;2015-06-05;;FM150931
"9816";"96955500-K";"9816-7";FONDO MUTUO LARRAINVIAL CUENTA ACTIVA MODERADA DÓLAR;CUENTA ACTIVA DÓLAR;Vigente;;"6-FM DE LIBRE INVERSION";LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-09-14;2023-03-10;2019-11-05;-;2019-11-14;;FM191561
"10066";"96955500-K";"10066-8";FONDO MUTUO LARRAINVIAL DEUDA CHINA;FM LV DEUDA CHINA;Vigente;;"6-FM DE LIBRE INVERSION";LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-07-26;2022-09-14;2021-06-24;-;2021-06-29;2023-12-01;FM211822
"8723";"96955500-K";"8723-8";FONDO MUTUO LARRAINVIAL ENFOQUE;ENFOQUE;Vigente;;"6-FM DE LIBRE INVERSION";LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-07-17;2023-08-11;2009-06-10;Res. 258 (10/06/2009);2009-06-10;;FM110020
"8437";"96955500-K";"8437-9";FONDO MUTUO LARRAINVIAL ESTADOS UNIDOS;ESTADOS UNIDOS;Vigente;;"6-FM DE LIBRE INVERSION";LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-08-26;2022-11-03;2006-09-12;Res. 281 (12/09/2006);2006-10-02;;FM110021
"9027";"96955500-K";"9027-1";FONDO MUTUO LARRAINVIAL EUROPA;FM LV EUROPA;Vigente;;"6-FM DE LIBRE INVERSION";LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-12-17;2022-08-26;2013-10-09;-;2013-10-15;;FM130660
"8705";"96955500-K";"8705-K";FONDO MUTUO LARRAINVIAL LATINOAMERICANO;LATINOAMERICANO;Vigente;;"6-FM DE LIBRE INVERSION";LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-12-16;2023-11-02;2009-04-12;Res. 8 (12/04/2009);2009-04-12;;FM110025
"8177";"96955500-K";"8177-9";FONDO MUTUO LARRAINVIAL MONETARIO;MONETARIO;Vigente;;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-11-09;2023-07-28;2000-11-09;Res. 253 (09/11/2000);2001-03-26;;FM110017
"8606";"96955500-K";"8606-1";FONDO MUTUO LARRAINVIAL MONEY MARKET;MONEY MARKET;Vigente;;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-06-25;2023-07-28;2008-03-06;Res. 8 (06/03/2008);2008-03-06;;FM110033
"8245";"96955500-K";"8245-7";FONDO MUTUO LARRAINVIAL PORTFOLIO LIDER;PORTFOLIO LIDER;Vigente;;"6-FM DE LIBRE INVERSION";LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-12-16;2023-07-28;2003-01-09;Res. 359 (09/01/2003);2003-01-14;;FM110035
"8788";"96955500-K";"8788-2";FONDO MUTUO LARRAINVIAL PROTECCION;PROTECCION;Vigente;;"6-FM DE LIBRE INVERSION";LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-09-14;2023-07-28;2010-03-14;Res. 259 (14/03/2010);2010-03-14;;FM110037
"10198";"99543100-9";"10198-2";FONDO MUTUO MBI DEUDA CHILENA;MBI DEUDA CHILENA;Vigente;;"3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO";MBI ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-04-06;2023-01-24;2022-03-23;-;2022-06-10;;FM211954
"10346";"99543100-9";"10346-2";FONDO MUTUO MBI DEUDA NOMINAL;MBI DEUDA NOMINAL;Vigente;;"3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO";MBI ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-09-29;2023-01-24;2022-10-20;-;2022-11-16;;FM222105
"10067";"96530900-4";"10067-6";FONDO MUTUO BCI ACCIONES SOSTENIBLES ESG;FM BCI ACC SOST. ESG;Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-05-03;;2021-05-07;-;2021-06-16;;FM211823
"10478";"96530900-4";"10478-7";FONDO MUTUO BCI AHORRO DIGITAL;FM BCI AD;Vigente;;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-06-15;;2023-06-27;-;2023-07-31;;FM232237
"8434";"96530900-4";"8434-4";FONDO MUTUO BCI AMERICA LATINA;AMERICA LATINA;Vigente;;"6-FM DE LIBRE INVERSION";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-06-15;2022-12-29;2006-05-24;Res. 224 (24/05/2006);2006-06-09;;FM110417
"8514";"96530900-4";"8514-6";FONDO MUTUO BCI ASIA;ASIA;Vigente;;"4-FM MIXTO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2019-07-22;2021-02-19;2007-09-03;Res. 373 (03/09/2007);2007-09-05;;FM110418
"8640";"96530900-4";"8640-1";FONDO MUTUO BCI CARTERA DINAMICA ACTIVA;FM BCI C D ACTIVA;Vigente;;"6-FM DE LIBRE INVERSION";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-06-22;2021-01-18;2009-03-13;Res. 460 (13/03/2009);2009-03-20;;FM110443
"9511";"96530900-4";"9511-7";FONDO MUTUO BCI CARTERA DINAMICA CHILE;FM BCI CD CHILE;Vigente;;"6-FM DE LIBRE INVERSION";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-01-11;2023-01-31;2017-09-07;-;2017-09-14;;FM171252
"8731";"96530900-4";"8731-9";FONDO MUTUO BCI CARTERA DINAMICA CORTO PLAZO;FM BCI C D CP;Vigente;;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-06-22;2021-01-18;2009-11-16;Res. 436 (16/11/2009);2009-11-20;;FM110450
"9228";"96530900-4";"9228-2";FONDO MUTUO BCI CARTERA DINÁMICA AHORRO;FM BCI C D AHORRO;Vigente;;"6-FM DE LIBRE INVERSION";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-04-06;2023-06-06;2015-08-28;-;2015-09-10;;FM150969
"8639";"96530900-4";"8639-8";FONDO MUTUO BCI CARTERA DINÁMICA BALANCEADA;FM BCI CD BALANCEADA;Vigente;;"6-FM DE LIBRE INVERSION";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-06-22;2021-01-18;2009-03-12;Res. 460 (12/03/2009);2009-03-20;;FM110442
"10071";"96530900-4";"10071-4";FONDO MUTUO BCI CARTERA DOLAR BALANCEADA;FM BCI C DOLAR BALAN;Vigente;;"6-FM DE LIBRE INVERSION";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-05-17;2022-05-24;2021-05-14;-;2021-06-14;;FM211827
"10072";"96530900-4";"10072-2";FONDO MUTUO BCI CARTERA DÓLAR CONSERVADORA;FM BCI C. DOLAR CONS;Vigente;;"6-FM DE LIBRE INVERSION";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-05-17;2022-05-24;2021-05-11;-;2021-06-09;;FM211828
"9060";"96530900-4";"9060-3";FONDO MUTUO BCI CARTERA PATRIMONIAL ACTIVA;FM BCI CP ACTIVA;Vigente;;"6-FM DE LIBRE INVERSION";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2015-07-30;2020-11-02;2014-06-05;-;2014-10-10;;FM140694
"9061";"96530900-4";"9061-1";FONDO MUTUO BCI CARTERA PATRIMONIAL AHORRO;FM BCI CP AHORRO;Vigente;;"6-FM DE LIBRE INVERSION";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-11-02;2022-12-14;2014-06-10;-;2014-07-22;;FM140695
"9062";"96530900-4";"9062-K";FONDO MUTUO BCI CARTERA PATRIMONIAL BALANCEADA;FM BCI CP BALANCEADA;Vigente;;"6-FM DE LIBRE INVERSION";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-11-02;2022-08-23;2014-06-04;-;2014-08-20;;FM140696
"9063";"96530900-4";"9063-8";FONDO MUTUO BCI CARTERA PATRIMONIAL CONSERVADORA;FM BCI CP CONSERV;Vigente;;"6-FM DE LIBRE INVERSION";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2015-07-30;2020-11-02;2014-06-11;-;2014-07-29;;FM140697
"8976";"96530900-4";"8976-1";FONDO MUTUO BCI CARTERA PATRIMONIAL CORTO PLAZO;FM BCI CP CP;Vigente;;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2015-07-30;2020-11-02;2013-03-01;-;2013-03-01;;FM130609
"8107";"96530900-4";"8107-8";FONDO MUTUO BCI COMPETITIVO;COMPETITIVO;Vigente;;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-11-14;2022-12-29;1997-03-26;Res. 64 (26/03/1997);1997-03-26;;FM110421
"8037";"96530900-4";"8037-3";FONDO MUTUO BCI DEPOSITO EFECTIVO;DEPOSITO EFECTIVO;Vigente;;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-11-15;2022-12-12;1988-05-04;Res. 36 (04/05/1988);1988-05-04;;FM110426
"9226";"96530900-4";"9226-6";FONDO MUTUO BCI DEUDA CORPORATIVA ESTRATÉGICA;FM BCI DC ESTR;Vigente;;"6-FM DE LIBRE INVERSION";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-09-08;2023-10-12;2015-08-25;-;2016-05-20;;FM150967
"9371";"96530900-4";"9371-8";FONDO MUTUO BCI deuda global;FM BCI D. global;Vigente;;"6-FM DE LIBRE INVERSION";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-05-24;2023-06-28;2016-12-01;-;2018-08-31;;FM161112
"8967";"96530900-4";"8967-2";FONDO MUTUO BCI DEUDA LATAM HY;FM BCI D.L. HY;Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-02-03;2022-05-24;2012-12-20;-;2012-12-21;;FM120600
"9231";"96530900-4";"9231-2";FONDO MUTUO BCI DEuda latam ig;FM BCI deuda lat. ig;Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-02-03;2022-05-24;2015-09-24;-;2016-03-01;;FM150972
"8257";"96530900-4";"8257-0";FONDO MUTUO BCI DOLAR CASH;DOLAR CASH;Vigente;;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-05-24;2023-02-13;2003-07-21;Res. 30 (21/07/2003);2003-07-21;;FM110430
"8625";"96530900-4";"8625-8";FONDO MUTUO BCI EMERGENTE GLOBAL;EMERGENTE GLOBAL;Vigente;;"4-FM MIXTO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2014-12-29;2015-07-30;2008-06-18;Res. 333 (18/06/2008);2008-06-18;;FM110432
"8712";"96530900-4";"8712-2";FONDO MUTUO BCI ESTADOS UNIDOS;ESTADOS UNIDOS;Vigente;;"4-FM MIXTO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2014-12-29;2015-07-30;2009-05-19;Res. 230 (19/05/2009);2009-06-02;;FM110434
"9981";"96530900-4";"9981-3";FONDO MUTUO BCI ESTRATEGIA DEUDA CALIFICADOS;FM BCI EST. DEU. CAL;Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-12-29;2023-06-06;2020-12-30;-;2021-01-07;;FM201727
"8327";"96530900-4";"8327-5";FONDO MUTUO BCI ESTRATEGIA PESOS HASTA 1 AÑO;FM BCI ESTR. $ H 1 A;Vigente;;"2-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2019-11-18;2023-06-06;2004-10-21;Res. 465 (21/10/2004);2004-10-27;;FM110423
"8174";"96530900-4";"8174-4";FONDO MUTUO BCI ESTRATEGIA PESOS MAYOR A 1 AÑO;FM BCI EST.$>a 1 año;Vigente;;"3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-07-06;2022-12-14;2000-11-02;Res. 294 (02/11/2000);2000-11-08;;FM110427
"8460";"96530900-4";"8460-3";FONDO MUTUO BCI ESTRATEGIA UF > 5 AÑOS;FM BCI EST UF>5 AÑOS;Vigente;;"3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-10-14;2022-12-14;2006-09-14;Res. 400 (14/09/2006);2006-12-01;;FM110445
"8941";"96530900-4";"8941-9";FONDO MUTUO BCI ESTRATEGIA UF HASTA 1 AÑO;FM BCI EST UF H1 AÑO;Vigente;;"2-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2019-11-20;2023-06-06;2012-07-10;-;2012-07-12;;FM120574
"9809";"77057272-K";"9809-4";FONDO MUTUO MODERADO FOCUS;FONDO MODERADO;Vigente;;"6-FM DE LIBRE INVERSION";SOYFOCUS ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-08-07;2023-02-02;2019-10-16;-;2019-11-26;;FM191554
"8108";"96530900-4";"8108-6";FONDO MUTUO BCI ESTRATEGIA UF HASTA 5 AÑOS;FM BCI EST UF H5AÑOS;Vigente;;"3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-10-14;2022-12-14;1997-04-03;Res. 64 (03/04/1997);1997-04-03;;FM110446
"9961";"96530900-4";"9961-9";FONDO MUTUO BCI ESTRUCTURADO AHORRO 3;FM BCI EST. AHORRO 3;Vigente;;"7-FM ESTRUCTURADO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-12-01;;2020-12-03;-;2020-12-09;;FM201707
"10045";"96530900-4";"10045-5";FONDO MUTUO BCI ESTRUCTURADO DEUDA GLOBAL II;FM BCI E. D. GLOB II;Vigente;;"7-FM ESTRUCTURADO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-04-13;;2021-04-15;-;2021-04-26;;FM211797
"10317";"96530900-4";"10317-9";FONDO MUTUO BCI ESTRUCTURADO INVERSION DOLAR;FM BCI EST INV DOLAR;Vigente;;"7-FM ESTRUCTURADO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-07-25;;2022-07-27;-;2022-08-05;;FM222076
"10267";"96530900-4";"10267-9";FONDO MUTUO BCI ESTRUCTURADO INVERSION NOMINAL;FM BCI EST. INV. NOM;Vigente;;"7-FM ESTRUCTURADO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-05-11;2023-09-15;2022-05-12;-;2022-05-17;;FM222026
"10361";"96530900-4";"10361-6";FONDO MUTUO BCI ESTRUCTURADO INVERSION NOMINAL II;FM BCI ESTR. NOM. II;Vigente;;"7-FM ESTRUCTURADO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-10-21;;;-;;;FM222120
"10364";"96530900-4";"10364-0";FONDO MUTUO BCI ESTRUCTURADO INVERSION NOMINAL III;FM BCI ESTRU NOM III;Vigente;;"7-FM ESTRUCTURADO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-10-24;;2022-10-25;-;2022-10-26;;FM222123
"10452";"96530900-4";"10452-3";FONDO MUTUO BCI ESTRUCTURADO INVERSION NOMINAL IV;FM BCI EST. IN.NO IV;Vigente;;"7-FM ESTRUCTURADO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-04-06;;2023-04-10;-;2023-04-13;;FM232211
"10471";"96530900-4";"10471-K";FONDO MUTUO BCI ESTRUCTURADO INVERSION NOMINAL V;FM BCI EST INV NOM V;Vigente;;"7-FM ESTRUCTURADO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-05-26;;2023-05-29;-;2023-05-31;;FM232230
"10250";"96530900-4";"10250-4";FONDO MUTUO BCI ESTRUCTURADO INVERSION UF;FM BCI EST. INV. UF;Vigente;;"7-FM ESTRUCTURADO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-04-08;2023-09-15;2022-04-11;-;2022-04-13;;FM222009
"10499";"96530900-4";"10499-K";FONDO MUTUO BCI ESTRUCTURADO INVERSION UF II;FM BCI EST INV UFII;Vigente;;"7-FM ESTRUCTURADO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-07-26;;2023-07-27;-;2023-08-02;;FM232258
"10508";"96530900-4";"10508-2";FONDO MUTUO BCI ESTRUCTURADO INVERSION UF III;FM BCI EST INV UFIII;Vigente;;"7-FM ESTRUCTURADO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-09-01;;2023-09-04;-;2023-09-05;;FM232267
"10229";"96530900-4";"10229-6";FONDO MUTUO BCI ESTRUCTURADO UF +;FM BCI EST UF+;No Vigente;Liquidado;"7-FM ESTRUCTURADO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-03-02;2023-07-26;2022-03-03;-;2022-03-04;2023-10-11;FM221986
"10171";"96530900-4";"10171-0";FONDO MUTUO BCI ESTRUCTURADO UF MÁS II;FM BCI EST UF MAS II;Vigente;;"7-FM ESTRUCTURADO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-11-02;;2021-11-09;-;2021-11-15;;FM211927
"8513";"96530900-4";"8513-8";FONDO MUTUO BCI EUROPA;EUROPA;Vigente;;"4-FM MIXTO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2014-12-29;2015-07-30;2007-09-03;Res. 372 (03/09/2007);2007-09-20;;FM110436
"8588";"96530900-4";"8588-K";FONDO MUTUO BCI FRONTERA;FRONTERA;Vigente;;"2-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2014-12-29;2015-07-30;2008-02-03;Res. 305 (03/02/2008);2008-02-03;;FM110438
"8710";"96530900-4";"8710-6";FONDO MUTUO BCI GLOBAL TITAN;GLOBAL TITAN;Vigente;;"4-FM MIXTO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2014-12-29;2015-07-30;2009-05-11;Res. 209 (11/05/2009);2009-05-14;;FM110444
"10358";"96530900-4";"10358-6";FONDO MUTUO BCI MACH;FM BCI MACH;Vigente;;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-10-20;;2022-11-11;-;;;FM222117
"8036";"96530900-4";"8036-5";FONDO MUTUO BCI RENDIMIENTO;RENDIMIENTO;Vigente;;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2014-12-29;2015-07-30;1988-05-03;Res. 36 (03/05/1988);1988-05-03;;FM110451
"9445";"96530900-4";"9445-5";FONDO MUTUO BCI RETORNO DÓLAR IG;FM BCI RET. DOLAR IG;Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-02-03;2022-05-24;2017-04-24;-;2017-05-03;;FM171186
"8787";"96530900-4";"8787-4";FONDO MUTUO BCI TOP PICKS;TOP PICKS;Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2018-01-29;2018-08-03;2010-09-10;Res. 191 (10/09/2010);2010-11-05;;FM110456
"8515";"96530900-4";"8515-4";FONDO MUTUO BCI USA;USA;Vigente;;"4-FM MIXTO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-08-04;2022-05-24;2007-09-03;Res. 374 (03/09/2007);2007-10-01;;FM110457
"9693";"76930984-5";"9693-8";FONDO MUTUO BI DINAMICO;BI DINAMICO;Vigente;;"6-FM DE LIBRE INVERSION";BANCO INTERNACIONAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-06-19;2020-07-06;2018-12-05;-;2018-12-06;;FM181438
"9905";"76930984-5";"9905-8";FONDO MUTUO BI ESTRATÉGICO;BI ESTRATÉGICO;Vigente;;"6-FM DE LIBRE INVERSION";BANCO INTERNACIONAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-07-22;;2020-08-10;-;2020-09-01;;FM201650
"9690";"76930984-5";"9690-3";FONDO MUTUO BI LIQUIDEZ;BI LIQUIDEZ;Vigente;;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";BANCO INTERNACIONAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-02-08;2023-05-11;2018-12-05;-;2018-12-05;;FM181435
"10450";"76930984-5";"10450-7";FONDO MUTUO BI LIQUIDEZ DOLAR;LIQUIDEZ DOLAR;Vigente;;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";BANCO INTERNACIONAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2023-04-28;2023-10-04;2023-05-04;-;;;FM232209
"9692";"76930984-5";"9692-K";FONDO MUTUO BI MAS AHORRO;BI MAS AHORRO;Vigente;;"6-FM DE LIBRE INVERSION";BANCO INTERNACIONAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2018-11-26;2018-11-28;2018-12-05;-;2018-12-12;;FM181437
"10026";"76930984-5";"10026-9";FONDO MUTUO BI PROTECCIÓN;BI PROTECCIÓN;Vigente;;"6-FM DE LIBRE INVERSION";BANCO INTERNACIONAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-12-14;2022-12-23;2021-04-29;-;2021-05-10;;FM211774
"8178";"96514410-2";"8178-7";FONDO MUTUO BICE ACCIONES ASIA;BICE ACCIONES ASIA;Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-12-27;2022-11-25;2000-12-14;Res. 309 (14/12/2000);2001-04-24;;FM110335
"8819";"96514410-2";"8819-6";FONDO MUTUO BICE ACCIONES CHILE ACTIVO;BICE CHILE ACTIVO;Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-06-16;2022-09-07;2010-11-15;Res. 611 (15/11/2010);2010-11-18;;FM110341
"8553";"96514410-2";"8553-7";FONDO MUTUO BICE ACCIONES CHILE MID CAP;BICE CHILE MID CAP;Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2019-03-13;2021-06-16;2008-01-09;Res. 612 (09/01/2008);2008-04-07;;FM110342
"8142";"96514410-2";"8142-6";FONDO MUTUO BICE ACCIONES CHILE SELECTIVO;BICE CHILE SELECTIVO;Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2022-03-10;2022-09-07;1999-11-24;Res. 353 (24/11/1999);2000-05-18;;FM110354
"8114";"96514410-2";"8114-0";FONDO MUTUO BICE ACCIONES EUROPA;BICE ACCIONES EUROPA;Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-12-27;2022-11-25;1997-08-20;Res. 321 (20/08/1997);1997-08-20;;FM110336
"9223";"96514410-2";"9223-1";FONDO MUTUO BICE ACCIONES INDIA;BICE ACCIONES INDIA;Vigente;;"6-FM DE LIBRE INVERSION";BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-12-27;2022-11-25;2015-08-17;-;2015-10-02;;FM150964
"9007";"96514410-2";"9007-7";FONDO MUTUO BICE ACCIONES JAPÓN;BICE ACCIONES JAPÓN;Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-12-27;2022-11-25;2013-07-29;-;2013-09-09;;FM130640
"8537";"96514410-2";"8537-5";FONDO MUTUO BICE ACCIONES LATAM;BICE LATAM;Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-11-18;2022-11-25;2007-12-10;Res. 513 (10/12/2007);2007-12-12;;FM110337
